Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Start Date,End Date,Time,Location,Instructor,Total,Seats Remaining,Has WL,Units,
"Spring 2025","Regular Academic Session","Engineering","51960","Biomedical Engineering (BIOMEDE) Open Sections"," 590","049","Directed Research","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Xu","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","50755","Biomedical Engineering (BIOMEDE) Open Sections"," 590","105","Directed Research","IND"," D ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Takayama","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","50836","Biomedical Engineering (BIOMEDE) Open Sections"," 590","112","Directed Research","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Bull","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","52163","Biomedical Engineering (BIOMEDE) Open Sections"," 590","133","Directed Research","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Cook","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","52243","Biomedical Engineering (BIOMEDE) Open Sections"," 590","134","Directed Research","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Mayer","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","51162","Biomedical Engineering (BIOMEDE) Open Sections"," 590","135","Directed Research","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Krebsbach","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","52251","Biomedical Engineering (BIOMEDE) Open Sections"," 590","144","Directed Research","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Kotov","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","51172","Biomedical Engineering (BIOMEDE) Open Sections"," 590","149","Directed Research","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Barald","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","52265","Biomedical Engineering (BIOMEDE) Open Sections"," 590","190","Directed Research","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Stacey","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","52942","Biomedical Engineering (BIOMEDE) Open Sections"," 590","193","Directed Research","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Coleman","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","52440","Biomedical Engineering (BIOMEDE) Open Sections"," 590","227","Directed Research","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Jepsen","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","50936","Biomedical Engineering (BIOMEDE) Open Sections"," 990","099","Diss-Precand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Dennis","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","52127","Biomedical Engineering (BIOMEDE) Open Sections"," 995","013","Diss-Cand","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Baker Jr","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","50859","Biomedical Engineering (BIOMEDE) Open Sections"," 995","023","Diss-Cand","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Mastrangelo","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","51125","Biomedical Engineering (BIOMEDE) Open Sections"," 995","140","Diss-Cand","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Meiners","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","52682","Biomedical Engineering (BIOMEDE) Open Sections"," 995","144","Diss-Cand","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Kotov","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","52833","Biomedical Engineering (BIOMEDE) Open Sections"," 995","194","Diss-Cand","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Shikanov","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","52790","Biomedical Engineering (BIOMEDE) Open Sections"," 995","225","Diss-Cand","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Shea","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","52815","Biomedical Engineering (BIOMEDE) Open Sections"," 995","237","Diss-Cand","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Weiland","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","52666","Biomedical Engineering (BIOMEDE) Open Sections"," 995","259","Diss-Cand","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Liu","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","52557","Climate and Meteorology (CLIMATE) Open Sections"," 499","012","Directed Study","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Penner","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","51732","Climate and Meteorology (CLIMATE) Open Sections"," 499","015","Directed Study","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Renno","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","52506","Climate and Meteorology (CLIMATE) Open Sections"," 499","018","Directed Study","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Rood","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","52435","Climate and Meteorology (CLIMATE) Open Sections"," 499","020","Directed Study","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Marsik","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","52564","Climate and Meteorology (CLIMATE) Open Sections"," 499","026","Directed Study","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Moldwin","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","50843","Climate and Meteorology (CLIMATE) Open Sections"," 499","036","Directed Study","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Samson","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","52158","Climate and Meteorology (CLIMATE) Open Sections"," 499","043","Directed Study","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Barker","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","51134","Climate and Meteorology (CLIMATE) Open Sections"," 499","048","Directed Study","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Gombosi","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","50771","Climate and Meteorology (CLIMATE) Open Sections"," 499","074","Directed Study","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Daida","  10","  10","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","52420","Climate and Meteorology (CLIMATE) Open Sections"," 499","095","Directed Study","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Raines","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","51082","Climate and Meteorology (CLIMATE) Open Sections"," 701","015","Special Problems","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Renno","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","51951","Climate and Meteorology (CLIMATE) Open Sections"," 701","016","Special Problems","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","McKague","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","52170","Climate and Meteorology (CLIMATE) Open Sections"," 701","023","Special Problems","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Andronova","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","51353","Climate and Meteorology (CLIMATE) Open Sections"," 701","036","Special Problems","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Samson","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","52807","Climate and Meteorology (CLIMATE) Open Sections"," 701","041","Special Problems","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Li","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","51122","Climate and Meteorology (CLIMATE) Open Sections"," 701","085","Special Problems","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Ruf","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","51084","Climate and Meteorology (CLIMATE) Open Sections"," 701","089","Special Problems","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Zurbuchen","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","53347","Space Science and Engineering (SPACE) Open Sections"," 499","001","Directed Study","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","","   1","   1","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","53348","Space Science and Engineering (SPACE) Open Sections"," 499","026","Directed Study","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Moldwin","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","52805","Space Science and Engineering (SPACE) Open Sections"," 590","101","Space Systems Proj","LEC","PI ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","52806","Space Science and Engineering (SPACE) Open Sections"," 590","041","Space Systems Proj","LEC","PI ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Li","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","52359","Chemical Engineering (CHE) Open Sections"," 290","006","Res&Spec Problems","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Shtein","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","50889","Chemical Engineering (CHE) Open Sections"," 290","008","Res&Spec Problems","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Glotzer","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51976","Chemical Engineering (CHE) Open Sections"," 290","011","Res&Spec Problems","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Nagrath","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","52753","Chemical Engineering (CHE) Open Sections"," 290","013","Res&Spec Problems","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Min","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","52351","Chemical Engineering (CHE) Open Sections"," 290","014","Res&Spec Problems","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Kotov","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","52352","Chemical Engineering (CHE) Open Sections"," 290","015","Res&Spec Problems","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Lahann","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","52357","Chemical Engineering (CHE) Open Sections"," 290","017","Res&Spec Problems","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Kushner","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","52478","Chemical Engineering (CHE) Open Sections"," 290","018","Res&Spec Problems","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Tadd","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","52356","Chemical Engineering (CHE) Open Sections"," 290","019","Res&Spec Problems","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Wen","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","52361","Chemical Engineering (CHE) Open Sections"," 290","021","Res&Spec Problems","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Shea","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","52628","Chemical Engineering (CHE) Open Sections"," 290","022","Res&Spec Problems","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Allman","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","52831","Chemical Engineering (CHE) Open Sections"," 290","023","Res&Spec Problems","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Moon","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","52881","Chemical Engineering (CHE) Open Sections"," 290","024","Res&Spec Problems","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Lesher-Perez","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","52883","Chemical Engineering (CHE) Open Sections"," 290","025","Res&Spec Problems","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Liu","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","52882","Chemical Engineering (CHE) Open Sections"," 290","026","Res&Spec Problems","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Lindsey","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","52884","Chemical Engineering (CHE) Open Sections"," 290","027","Res&Spec Problems","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Nikolla","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","50890","Chemical Engineering (CHE) Open Sections"," 290","032","Res&Spec Problems","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Ziff","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","52581","Chemical Engineering (CHE) Open Sections"," 290","033","Res&Spec Problems","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Antoniewicz","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","52353","Chemical Engineering (CHE) Open Sections"," 290","035","Res&Spec Problems","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Lenert","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","50891","Chemical Engineering (CHE) Open Sections"," 290","042","Res&Spec Problems","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Burns","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","50892","Chemical Engineering (CHE) Open Sections"," 290","048","Res&Spec Problems","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Larson","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","50893","Chemical Engineering (CHE) Open Sections"," 290","049","Res&Spec Problems","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Solomon","  25","  25","N","1.00-4.00",
